"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,096742,CME ,00,096 ,  208138,   73569,   25186,       0,   32211,  100276,    1351,   58540,   26918,   13256,    4735,    3363,     160,  183822,  170510,   24316,   37628,    3494,   -4923,    3259,       0,   -2410,     579,    -215,    2370,   -6353,    4784,    2541,     487,     -18,    2129,    2523,    1365,     971,  100.0,   35.3,   12.1,    0.0,   15.5,   48.2,    0.6,   28.1,   12.9,    6.4,    2.3,    1.6,    0.1,   88.3,   81.9,   11.7,   18.1,    109,     11,      5,      0,      7,     34,      6,     21,     25,     14,.,      5,.,     54,     76,    32.4,    27.9,    52.1,    41.3,    31.3,    27.7,    50.2,    41.1,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,096742,CME ,00,096 ,  204644,   78492,   21927,       0,   34621,   99697,    1566,   56170,   33271,    8472,    2194,    2876,     178,  181693,  167987,   22951,   36657,   -2177,  -10342,    2661,       0,    1077,   -3457,     421,    3743,     772,    -468,    1363,    -159,     159,   -4047,     -71,    1870,   -2106,  100.0,   38.4,   10.7,    0.0,   16.9,   48.7,    0.8,   27.4,   16.3,    4.1,    1.1,    1.4,    0.1,   88.8,   82.1,   11.2,   17.9,    109,     11,      5,      0,      7,     32,      8,     20,     29,     15,.,      4,.,     55,     78,    34.2,    26.7,    54.7,    40.2,    33.1,    26.6,    52.8,    40.0,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,096742,CME ,00,096 ,  206821,   88834,   19266,       0,   33544,  103154,    1145,   52427,   32499,    8940,     831,    3035,      19,  185740,  168058,   21081,   38763,   -5867,   16375,   -1419,       0,   -9810,   -4531,    -287,  -11231,    1889,    2189,   -2300,     -95,      19,   -5045,   -2235,    -822,   -3632,  100.0,   43.0,    9.3,    0.0,   16.2,   49.9,    0.6,   25.3,   15.7,    4.3,    0.4,    1.5,    0.0,   89.8,   81.3,   10.2,   18.7,    109,     11,      5,      0,      7,     33,      6,     19,     29,     13,.,      4,.,     50,     79,    37.9,    25.6,    57.5,    38.9,    36.8,    25.5,    55.6,    38.7,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,096742,CME ,00,096 ,  212688,   72459,   20685,       0,   43354,  107685,    1432,   63658,   30610,    6751,    3131,    3130,       0,  190785,  170293,   21903,   42395,   11862,   19369,    5953,       0,   -4612,    4490,      48,   -4133,   -2307,    -819,    2098,    -483,    -175,   11776,    6707,      86,    5155,  100.0,   34.1,    9.7,    0.0,   20.4,   50.6,    0.7,   29.9,   14.4,    3.2,    1.5,    1.5,    0.0,   89.7,   80.1,   10.3,   19.9,    105,     10,      6,      0,      7,     38,      7,     20,     19,     10,.,      4,      0,     47,     75,    33.4,    24.8,    53.2,    38.4,    32.8,    24.6,    51.4,    38.3,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,096742,CME ,00,096 ,  200826,   53090,   14732,       0,   47966,  103195,    1384,   67791,   32917,    7570,    1033,    3613,     175,  179009,  163586,   21817,   37240,   12056,   10852,   -3945,     -17,    8339,    5486,     190,   -5143,    7296,     403,    1033,    -396,     -90,   15567,    8927,   -3511,    3129,  100.0,   26.4,    7.3,    0.0,   23.9,   51.4,    0.7,   33.8,   16.4,    3.8,    0.5,    1.8,    0.1,   89.1,   81.5,   10.9,   18.5,    112,     10,      5,      0,      8,     38,      8,     23,     22,     12,.,      5,.,     51,     82,    31.8,    24.3,    50.9,    36.6,    30.8,    24.1,    49.0,    36.4,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,096742,CME ,00,096 ,  188770,   42238,   18677,      17,   39627,   97709,    1194,   72934,   25621,    7167,       0,    4009,     265,  163442,  154659,   25328,   34111,    -109,    5504,   -2709,    -400,    2552,    5708,    -268,   -5823,   -4028,     266,   -2412,   -1350,       0,    -581,   -2781,     472,    2672,  100.0,   22.4,    9.9,    0.0,   21.0,   51.8,    0.6,   38.6,   13.6,    3.8,    0.0,    2.1,    0.1,   86.6,   81.9,   13.4,   18.1,    106,      8,      7,.,      7,     34,      6,     21,     23,     12,      0,      6,.,     49,     78,    36.6,    25.9,    56.8,    36.6,    35.5,    25.7,    54.9,    36.3,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",250318,2025-03-18,097741,CME ,00,097 ,  296567,    1791,  180917,    2469,  100447,   20250,    7057,   40348,   46181,    4015,   94384,    3434,       0,  250511,  264323,   46056,   32244, -149611,  -11325,  -21400,  -84415,  -11378,   -7036,     774,   -5707,     543,  -26325,    1917,    -155,    -163, -136622, -138177,  -12989,  -11434,  100.0,    0.6,   61.0,    0.8,   33.9,    6.8,    2.4,   13.6,   15.6,    1.4,   31.8,    1.2,    0.0,   84.5,   89.1,   15.5,   10.9,    122,.,     12,.,     30,     15,     12,     27,     22,     15,     10,.,      0,     80,     70,    44.4,    45.5,    52.6,    60.7,    44.3,    45.5,    52.2,    59.8,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",250311,2025-03-11,097741,CME ,00,097 ,  446178,   13116,  202317,   86884,  111825,   27286,    6283,   46055,   45638,   30340,   92467,    3589,     163,  387133,  402500,   59045,   43678,   91763,    3549,    5985,   71389,   -4167,   -4937,     -50,   -1523,     610,    8718,    -307,   -1007,     163,   77772,   80871,   13991,   10892,  100.0,    2.9,   45.3,   19.5,   25.1,    6.1,    1.4,   10.3,   10.2,    6.8,   20.7,    0.8,    0.0,   86.8,   90.2,   13.2,    9.8,    138,      9,     11,     11,     32,     15,     13,     27,     28,     16,     12,      4,.,     98,     81,    36.2,    48.1,    48.3,    62.8,    31.2,    39.9,    37.4,    47.4,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",250304,2025-03-04,097741,CME ,00,097 ,  354415,    9567,  196332,   15495,  115992,   32223,    6333,   47578,   45028,   21622,   92774,    4596,       0,  309361,  321629,   45054,   32786,   25229,    -889,   30681,   14065,    6596,   -5411,      61,     -20,  -14290,    3872,    2227,   -3763,       0,   25912,   25215,    -683,      14,  100.0,    2.7,   55.4,    4.4,   32.7,    9.1,    1.8,   13.4,   12.7,    6.1,   26.2,    1.3,    0.0,   87.3,   90.7,   12.7,    9.3,    131,      7,     10,      5,     28,     14,     11,     27,     30,     15,     12,.,      0,     86,     76,    42.4,    50.0,    50.9,    60.6,    41.0,    48.4,    48.6,    57.4,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",250225,2025-02-25,097741,CME ,00,097 ,  329186,   10456,  165651,    1430,  109396,   37634,    6272,   47598,   59318,   17750,   90547,    8359,       0,  283449,  296414,   45737,   32772,   48023,   -2855,   55235,    1398,   21506,  -11332,     -32,    3624,   -8506,   13285,    9683,     -98,    -338,   46271,   49612,    1752,   -1589,  100.0,    3.2,   50.3,    0.4,   33.2,   11.4,    1.9,   14.5,   18.0,    5.4,   27.5,    2.5,    0.0,   86.1,   90.0,   13.9,   10.0,    137,      7,     11,.,     26,     19,     10,     28,     31,     14,     12,.,      0,     84,     80,    43.6,    44.6,    52.7,    56.3,    43.3,    44.6,    52.2,    55.7,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",250218,2025-02-18,097741,CME ,00,097 ,  281163,   13311,  110416,      32,   87890,   48966,    6304,   43974,   67824,    4465,   80864,    8457,     338,  237178,  246802,   43985,   34361,    7849,    3419,    9848,      32,    1637,      27,     164,    8451,    1282,    -464,     434,   -1131,       0,   13673,    9758,   -5824,   -1909,  100.0,    4.7,   39.3,    0.0,   31.3,   17.4,    2.2,   15.6,   24.1,    1.6,   28.8,    3.0,    0.1,   84.4,   87.8,   15.6,   12.2,    138,      9,     11,.,     23,     21,      8,     24,     35,      9,     11,.,.,     73,     85,    42.1,    37.2,    51.9,    49.1,    41.8,    37.2,    51.6,    49.1,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,097741,CME ,00,097 ,  273314,    9892,  100568,       0,   86253,   48939,    6140,   35523,   66542,    4929,   80430,    9588,     338,  223505,  237044,   49809,   36270,   41403,    1221,   39373,      -6,   23511,    -108,    -841,    2473,    4404,   -1041,   15554,     714,       0,   40871,   42495,     532,   -1092,  100.0,    3.6,   36.8,    0.0,   31.6,   17.9,    2.2,   13.0,   24.3,    1.8,   29.4,    3.5,    0.1,   81.8,   86.7,   18.2,   13.3,    130,      8,     12,      0,     24,     20,      7,     23,     31,     11,      9,.,.,     68,     81,    42.9,    32.7,    52.7,    44.8,    42.6,    32.7,    52.4,    44.7,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,097741,CME ,00,097 ,  231911,    8671,   61195,       6,   62742,   49047,    6981,   33050,   62138,    5970,   64876,    8874,     338,  182634,  194549,   49277,   37362,   15123,   -2758,   22556,    -112,    4453,  -11055,    1198,    8127,    3040,   -1105,     216,    -284,       0,   10019,   14238,    5104,     885,  100.0,    3.7,   26.4,    0.0,   27.1,   21.1,    3.0,   14.3,   26.8,    2.6,   28.0,    3.8,    0.1,   78.8,   83.9,   21.2,   16.1,    132,      7,     12,.,     23,     24,      9,     23,     31,     10,      9,.,.,     70,     83,    38.3,    21.3,    46.8,    34.4,    38.3,    21.3,    46.8,    34.4,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,097741,CME ,00,097 ,  216788,   11429,   38639,     118,   58289,   60102,    5783,   24923,   59098,    7075,   64660,    9158,     338,  172615,  180311,   44173,   36477,    5168,   -6363,   14374,     112,    8093,   -3301,     387,   -2668,   -8129,     317,    4759,    2729,       0,    4637,    6489,     531,   -1321,  100.0,    5.3,   17.8,    0.1,   26.9,   27.7,    2.7,   11.5,   27.3,    3.3,   29.8,    4.2,    0.2,   79.6,   83.2,   20.4,   16.8,    131,      8,     11,.,     21,     24,      8,     20,     35,     10,      9,.,.,     65,     86,    39.1,    16.6,    49.3,    30.1,    39.1,    16.6,    49.2,    30.1,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,097741,CME ,00,097 ,  211620,   17792,   24265,       6,   50196,   63403,    5396,   27591,   67227,    6758,   59901,    6429,     338,  167978,  173822,   43642,   37798,  -12332,  -21505,    8828,       0,   -1856,   -8758,     -28,    2461,  -10284,    2228,    2994,    -236,       0,  -15706,   -8250,    3374,   -4082,  100.0,    8.4,   11.5,    0.0,   23.7,   30.0,    2.5,   13.0,   31.8,    3.2,   28.3,    3.0,    0.2,   79.4,   82.1,   20.6,   17.9,    124,      8,      9,.,     17,     24,      6,     21,     33,     13,      9,.,.,     61,     84,    38.1,    18.2,    49.8,    31.0,    38.0,    18.1,    49.7,    30.9,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,097741,CME ,00,097 ,  223952,   39297,   15437,       6,   52052,   72161,    5424,   25130,   77511,    4530,   56907,    6665,     338,  183684,  182072,   40268,   41880,   11496,   13281,   -1233,       0,   -1030,    9500,    -993,    1073,     292,    -795,    -260,    2988,   -1056,   10220,    8703,    1276,    2793,  100.0,   17.5,    6.9,    0.0,   23.2,   32.2,    2.4,   11.2,   34.6,    2.0,   25.4,    3.0,    0.2,   82.0,   81.3,   18.0,   18.7,    132,     12,      6,.,     17,     26,      8,     21,     38,     11,      8,      4,.,     65,     88,    42.7,    20.5,    53.0,    33.3,    42.7,    20.5,    52.9,    33.3,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,097741,CME ,00,097 ,  212456,   26016,   16670,       6,   53082,   62661,    6417,   24057,   77219,    5325,   57167,    3677,    1394,  173464,  173369,   38992,   39087,    5485,    7422,   -1242,      -7,    -645,     404,      59,   -7614,    3230,    1483,     682,   -1483,     335,    1715,    2779,    3770,    2706,  100.0,   12.2,    7.8,    0.0,   25.0,   29.5,    3.0,   11.3,   36.3,    2.5,   26.9,    1.7,    0.7,   81.6,   81.6,   18.4,   18.4,    128,      9,      6,.,     18,     25,     10,     20,     38,     11,      8,      4,.,     64,     88,    40.3,    22.3,    51.1,    36.3,    40.3,    22.3,    50.8,    36.3,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250318,2025-03-18,099741,CME ,00,099 ,  652620,   16659,  329538,    3531,  380024,  121536,   31848,   87050,   73191,   15033,   29749,   22152,    6203,  570097,  603032,   82523,   49588,  -77140,  -11711,   37875,  -23803,    4915,  -14342,  -15637,   -3043,  -22821,  -12245,    2555,   -9818,    -528,  -59497,  -61319,  -17643,  -15821,  100.0,    2.6,   50.5,    0.5,   58.2,   18.6,    4.9,   13.3,   11.2,    2.3,    4.6,    3.4,    1.0,   87.4,   92.4,   12.6,    7.6,    298,      9,     19,      5,    110,     35,     47,     48,     45,     26,     17,     15,      6,    219,    163,    17.9,    43.2,    27.7,    55.4,    16.6,    43.2,    25.9,    55.4,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250311,2025-03-11,099741,CME ,00,099 ,  729760,   28370,  291663,   27334,  375109,  135878,   47485,   90093,   96012,   27278,   27194,   31970,    6731,  629594,  664351,  100166,   65409,   45941,    5585,   35706,    9991,    9081,  -18426,    2268,   -4080,   -6383,    7070,   -1241,    3840,     422,   29096,   34488,   16845,   11453,  100.0,    3.9,   40.0,    3.7,   51.4,   18.6,    6.5,   12.3,   13.2,    3.7,    3.7,    4.4,    0.9,   86.3,   91.0,   13.7,    9.0,    301,     13,     18,     11,    106,     37,     47,     47,     51,     33,     16,     13,      8,    226,    174,    16.1,    38.0,    25.6,    48.9,    14.8,    36.1,    23.4,    46.9,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250304,2025-03-04,099741,CME ,00,099 ,  683819,   22785,  255957,   17343,  366028,  154304,   45217,   94173,  102395,   20208,   28435,   28130,    6309,  600498,  629863,   83321,   53956,   25135,    2399,   25228,    2539,    9674,  -10873,    2081,     411,    3337,    3026,     242,   -1666,      76,   20448,   23748,    4687,    1387,  100.0,    3.3,   37.4,    2.5,   53.5,   22.6,    6.6,   13.8,   15.0,    3.0,    4.2,    4.1,    0.9,   87.8,   92.1,   12.2,    7.9,    306,     13,     17,     11,    105,     43,     50,     48,     50,     30,     16,     13,      6,    225,    178,    17.1,    33.6,    26.9,    45.4,    15.3,    33.3,    24.2,    44.4,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250225,2025-02-25,099741,CME ,00,099 ,  658684,   20386,  230729,   14804,  356354,  165177,   43136,   93762,   99058,   17182,   28193,   29796,    6233,  580050,  606115,   78634,   52569,   20660,     410,   30469,     502,    9908,   -8736,    7341,    4338,   -1593,   -3420,   -1169,   -5813,    -187,   17723,   18563,    2937,    2097,  100.0,    3.1,   35.0,    2.2,   54.1,   25.1,    6.5,   14.2,   15.0,    2.6,    4.3,    4.5,    0.9,   88.1,   92.0,   11.9,    8.0,    309,     14,     17,     12,    103,     42,     51,     47,     52,     31,     18,     16,      5,    222,    186,    17.5,    30.6,    27.3,    43.6,    15.7,    30.5,    24.5,    42.9,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250218,2025-02-18,099741,CME ,00,099 ,  638024,   19976,  200260,   14302,  346446,  173913,   35795,   89424,  100651,   20602,   29362,   35609,    6420,  562327,  587552,   75697,   50472,   15151,    3592,   22186,     158,    8264,   -4024,     198,     782,   -8818,    2458,     364,    4432,    -119,   15697,   16471,    -546,   -1320,  100.0,    3.1,   31.4,    2.2,   54.3,   27.3,    5.6,   14.0,   15.8,    3.2,    4.6,    5.6,    1.0,   88.1,   92.1,   11.9,    7.9,    309,     13,     16,      9,    100,     46,     51,     45,     54,     29,     19,     16,      7,    219,    186,    18.1,    29.6,    27.8,    40.6,    16.2,    29.5,    25.0,    39.9,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,099741,CME ,00,099 ,  622873,   16384,  178074,   14144,  338182,  177937,   35597,   88642,  109469,   18144,   28998,   31177,    6539,  546630,  571081,   76243,   51792,    6250,     511,     156,    1124,   -1014,    2491,     -78,    6548,    5198,   -2896,     117,     625,      32,    4344,    6652,    1906,    -402,  100.0,    2.6,   28.6,    2.3,   54.3,   28.6,    5.7,   14.2,   17.6,    2.9,    4.7,    5.0,    1.0,   87.8,   91.7,   12.2,    8.3,    298,      9,     19,      7,     94,     50,     49,     44,     48,     25,     19,     15,      5,    203,    181,    18.5,    28.9,    28.3,    39.4,    16.5,    28.0,    25.6,    38.6,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,099741,CME ,00,099 ,  616623,   15873,  177918,   13020,  339196,  175446,   35675,   82094,  104271,   21040,   28881,   30552,    6507,  542286,  564429,   74337,   52194,   -2285,    -490,   -5304,     407,   -8387,    2259,     708,    9562,   -2557,   -3321,     850,    4271,      31,    -640,   -3506,   -1645,    1221,  100.0,    2.6,   28.9,    2.1,   55.0,   28.5,    5.8,   13.3,   16.9,    3.4,    4.7,    5.0,    1.1,   87.9,   91.5,   12.1,    8.5,    299,     11,     18,      7,     97,     48,     46,     39,     47,     22,     19,     19,      5,    201,    178,    18.6,    28.2,    27.7,    38.8,    16.6,    27.4,    25.0,    38.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,099741,CME ,00,099 ,  618908,   16363,  183222,   12613,  347583,  173187,   34967,   72532,  106828,   24361,   28031,   26281,    6476,  542926,  567935,   75982,   50973,    9416,   -5810,   16748,    2635,    7310,   -6208,    -738,      28,    -910,    6673,    -911,   -2195,    -193,    8994,   15812,     422,   -6396,  100.0,    2.6,   29.6,    2.0,   56.2,   28.0,    5.6,   11.7,   17.3,    3.9,    4.5,    4.2,    1.0,   87.7,   91.8,   12.3,    8.2,    300,     10,     17,      7,     98,     46,     47,     42,     51,     19,     19,     16,      5,    200,    178,    18.6,    28.6,    27.3,    39.6,    16.7,    28.0,    24.7,    38.8,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,099741,CME ,00,099 ,  609492,   22173,  166474,    9978,  340273,  179395,   35705,   72504,  107738,   17688,   28942,   28476,    6669,  533932,  552123,   75560,   57369,    5267,  -11227,    2448,    1506,    7331,    4329,     953,    4141,    -424,    -981,     867,     890,    -201,    2389,    8520,    2878,   -3253,  100.0,    3.6,   27.3,    1.6,   55.8,   29.4,    5.9,   11.9,   17.7,    2.9,    4.7,    4.7,    1.1,   87.6,   90.6,   12.4,    9.4,    298,     11,     16,      8,     94,     51,     50,     46,     47,     18,     17,     16,      5,    199,    180,    18.3,    28.8,    27.4,    39.5,    16.3,    28.5,    25.2,    39.2,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,099741,CME ,00,099 ,  604225,   33400,  164026,    8472,  332942,  175066,   34752,   68363,  108162,   18669,   28075,   27586,    6870,  531543,  543603,   72682,   60622,    1038,    3479,    5213,    1595,    -718,   -7331,     198,   -1132,   -2921,    2507,   -1034,   -1426,     110,    5005,   -2055,   -3967,    3093,  100.0,    5.5,   27.1,    1.4,   55.1,   29.0,    5.8,   11.3,   17.9,    3.1,    4.6,    4.6,    1.1,   88.0,   90.0,   12.0,   10.0,    287,     10,     16,      6,     92,     50,     50,     42,     45,     22,     16,     15,      5,    191,    179,    18.6,    29.4,    28.1,    39.7,    16.6,    29.1,    26.1,    39.4,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,099741,CME ,00,099 ,  603187,   29921,  158813,    6877,  333660,  182397,   34554,   69495,  111083,   16162,   29109,   29012,    6760,  526538,  545658,   76649,   57529,   -5972,     -76,   -4103,     -37,   -3295,    -697,     438,  -11301,  -11553,    3244,    2083,    4381,    -198,   -9142,   -8525,    3170,    2553,  100.0,    5.0,   26.3,    1.1,   55.3,   30.2,    5.7,   11.5,   18.4,    2.7,    4.8,    4.8,    1.1,   87.3,   90.5,   12.7,    9.5,    284,     11,     15,      7,     91,     50,     45,     44,     42,     21,     18,     13,      5,    189,    173,    18.7,    29.2,    27.9,    39.9,    16.7,    28.9,    25.8,    39.6,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250318,2025-03-18,232741,CME ,00,232 ,  180546,   75018,   12160,     524,   47965,   84580,    9402,   13309,   43229,    1877,    6344,    2157,      50,  154489,  153979,   26057,   26567,  -78192,   13222,     438,  -60753,   -5618,   -7385,    3199,   -5291,     839,   -3692,  -13329,    1757,      50,  -72212,  -65547,   -5980,  -12645,  100.0,   41.6,    6.7,    0.3,   26.6,   46.8,    5.2,    7.4,   23.9,    1.0,    3.5,    1.2,    0.0,   85.6,   85.3,   14.4,   14.7,    102,      9,      6,.,     15,     19,     10,     17,     28,     11,      6,.,.,     60,     67,    57.4,    34.7,    63.8,    48.0,    54.1,    33.9,    60.2,    46.5,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
