"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MALIN (BASIS) - ICE FUTURES ENERGY DIV",250304,2025-03-04,0233BH,IFED,01,023 ,  130250,  107265,  119794,   15715,    1917,     643,       0,       0,       0,     379,       0,     259,  124261,  122613,    5989,    7637,  130250,  107265,  119794,   15715,    1917,     643,       0,       0,       0,     379,       0,     259,  124261,  122613,    5989,    7637,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1188,     506,     786,    -453,       0,     151,       0,       0,       0,     244,       0,       0,     448,     937,     740,     251,  100.0,   82.4,   92.0,   12.1,    1.5,    0.5,    0.0,    0.0,    0.0,    0.3,    0.0,    0.2,   95.4,   94.1,    4.6,    5.9,  100.0,   82.4,   92.0,   12.1,    1.5,    0.5,    0.0,    0.0,    0.0,    0.3,    0.0,    0.2,   95.4,   94.1,    4.6,    5.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     10,     15,.,.,.,      0,      0,      0,.,      0,.,     14,     19,     22,     10,     15,.,.,.,      0,      0,      0,.,      0,.,     14,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    85.2,    69.3,    92.5,    86.2,    79.3,    69.3,    84.2,    80.7,    85.2,    69.3,    92.5,    86.2,    79.3,    69.3,    84.2,    80.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BH","IFED","023 ","N13","FutOnly"
"MALIN (BASIS) - ICE FUTURES ENERGY DIV",250225,2025-02-25,0233BH,IFED,01,023 ,  129062,  106759,  119008,   16168,    1917,     492,       0,       0,       0,     135,       0,     259,  123813,  121676,    5249,    7386,  129062,  106759,  119008,   16168,    1917,     492,       0,       0,       0,     135,       0,     259,  123813,  121676,    5249,    7386,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,   82.7,   92.2,   12.5,    1.5,    0.4,    0.0,    0.0,    0.0,    0.1,    0.0,    0.2,   95.9,   94.3,    4.1,    5.7,  100.0,   82.7,   92.2,   12.5,    1.5,    0.4,    0.0,    0.0,    0.0,    0.1,    0.0,    0.2,   95.9,   94.3,    4.1,    5.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,      9,     14,.,.,.,      0,      0,      0,.,      0,.,     13,     17,     21,      9,     14,.,.,.,      0,      0,      0,.,      0,.,     13,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    86.0,    70.2,    93.3,    86.2,    80.1,    70.2,    85.0,    80.7,    86.0,    70.2,    93.3,    86.2,    80.1,    70.2,    85.0,    80.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BH","IFED","023 ","N13","FutOnly"
"PANHANDLE BASIS - ICE FUTURES ENERGY DIV",250311,2025-03-11,0233BL,IFED,01,023 ,  137218,   81110,   50372,   10041,   68269,    4648,   20575,       0,       0,       0,    1097,       0,  116374,  124386,   20844,   12832,  137218,   81110,   50372,   10041,   68269,    4648,   20575,       0,       0,       0,    1097,       0,  116374,  124386,   20844,   12832,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    9024,   -2005,   11738,     830,   -3021,    -293,   10944,    -434,     -92,       0,    1097,       0,    9384,    8995,    -360,      29,  100.0,   59.1,   36.7,    7.3,   49.8,    3.4,   15.0,    0.0,    0.0,    0.0,    0.8,    0.0,   84.8,   90.6,   15.2,    9.4,  100.0,   59.1,   36.7,    7.3,   49.8,    3.4,   15.0,    0.0,    0.0,    0.0,    0.8,    0.0,   84.8,   90.6,   15.2,    9.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,     13,     10,.,      8,      7,.,      0,      0,      0,.,      0,     22,     21,     27,     13,     10,.,      8,      7,.,      0,      0,      0,.,      0,     22,     21,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    44.1,    43.3,    67.5,    64.6,    38.9,    43.0,    54.3,    62.0,    44.1,    43.3,    67.5,    64.6,    38.9,    43.0,    54.3,    62.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BL","IFED","023 ","N13","FutOnly"
"PANHANDLE BASIS - ICE FUTURES ENERGY DIV",250304,2025-03-04,0233BL,IFED,01,023 ,  128194,   83115,   38634,    9211,   71290,    4941,    9631,     434,      92,       0,       0,       0,  106990,  115391,   21204,   12803,  128194,   83115,   38634,    9211,   71290,    4941,    9631,     434,      92,       0,       0,       0,  106990,  115391,   21204,   12803,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    6055,     218,    5500,     603,     717,    -101,    4006,       0,   -1163,       0,       0,       0,    3563,    4953,    2492,    1102,  100.0,   64.8,   30.1,    7.2,   55.6,    3.9,    7.5,    0.3,    0.1,    0.0,    0.0,    0.0,   83.5,   90.0,   16.5,   10.0,  100.0,   64.8,   30.1,    7.2,   55.6,    3.9,    7.5,    0.3,    0.1,    0.0,    0.0,    0.0,   83.5,   90.0,   16.5,   10.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     31,     16,     13,.,      8,      6,.,.,.,      0,      0,      0,     25,     25,     31,     16,     13,.,      8,      6,.,.,.,      0,      0,      0,     25,     25,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    40.4,    45.2,    62.1,    66.4,    32.4,    44.7,    50.5,    60.2,    40.4,    45.2,    62.1,    66.4,    32.4,    44.7,    50.5,    60.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BL","IFED","023 ","N13","FutOnly"
"PANHANDLE BASIS - ICE FUTURES ENERGY DIV",250225,2025-02-25,0233BL,IFED,01,023 ,  122139,   82897,   33134,    8608,   70573,    5042,    5625,     434,    1255,       0,       0,       0,  103427,  110438,   18712,   11701,  122139,   82897,   33134,    8608,   70573,    5042,    5625,     434,    1255,       0,       0,       0,  103427,  110438,   18712,   11701,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    7861,    -460,    6115,     976,    2183,    -118,    4127,   -1042,     952,       0,       0,       0,    5477,    8090,    2384,    -229,  100.0,   67.9,   27.1,    7.0,   57.8,    4.1,    4.6,    0.4,    1.0,    0.0,    0.0,    0.0,   84.7,   90.4,   15.3,    9.6,  100.0,   67.9,   27.1,    7.0,   57.8,    4.1,    4.6,    0.4,    1.0,    0.0,    0.0,    0.0,   84.7,   90.4,   15.3,    9.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     31,     17,     11,.,      8,      6,.,.,.,      0,      0,      0,     26,     23,     31,     17,     11,.,      8,      6,.,.,.,      0,      0,      0,     26,     23,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    41.9,    46.7,    63.4,    68.4,    33.3,    46.3,    49.1,    62.5,    41.9,    46.7,    63.4,    68.4,    33.3,    46.3,    49.1,    62.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BL","IFED","023 ","N13","FutOnly"
"PANHANDLE BASIS - ICE FUTURES ENERGY DIV",250218,2025-02-18,0233BL,IFED,01,023 ,  114278,   83357,   27019,    7632,   68390,    5160,    1498,    1476,     303,       0,       0,       0,   97950,  102348,   16328,   11930,  114278,   83357,   27019,    7632,   68390,    5160,    1498,    1476,     303,       0,       0,       0,   97950,  102348,   16328,   11930,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1554,    1065,    1641,     397,     856,       0,       0,    -850,       0,       0,       0,       0,    1462,    1647,      92,     -93,  100.0,   72.9,   23.6,    6.7,   59.8,    4.5,    1.3,    1.3,    0.3,    0.0,    0.0,    0.0,   85.7,   89.6,   14.3,   10.4,  100.0,   72.9,   23.6,    6.7,   59.8,    4.5,    1.3,    1.3,    0.3,    0.0,    0.0,    0.0,   85.7,   89.6,   14.3,   10.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     30,     17,     11,.,      8,      6,.,.,.,      0,      0,      0,     25,     23,     30,     17,     11,.,      8,      6,.,.,.,      0,      0,      0,     25,     23,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    44.5,    47.3,    67.9,    66.4,    32.6,    47.1,    52.3,    62.1,    44.5,    47.3,    67.9,    66.4,    32.6,    47.1,    52.3,    62.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BL","IFED","023 ","N13","FutOnly"
"PANHANDLE BASIS - ICE FUTURES ENERGY DIV",250211,2025-02-11,0233BL,IFED,01,023 ,  112724,   82292,   25378,    7235,   67534,    5160,    1498,    2326,     303,       0,       0,       0,   96488,  100701,   16236,   12023,  112724,   82292,   25378,    7235,   67534,    5160,    1498,    2326,     303,       0,       0,       0,   96488,  100701,   16236,   12023,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -7206,   -6471,   -2046,    -276,   -4420,     -44,       0,    -899,       0,       0,       0,       0,   -6791,   -7409,    -415,     203,  100.0,   73.0,   22.5,    6.4,   59.9,    4.6,    1.3,    2.1,    0.3,    0.0,    0.0,    0.0,   85.6,   89.3,   14.4,   10.7,  100.0,   73.0,   22.5,    6.4,   59.9,    4.6,    1.3,    2.1,    0.3,    0.0,    0.0,    0.0,   85.6,   89.3,   14.4,   10.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,     16,      9,.,      8,      6,.,.,.,      0,      0,      0,     24,     20,     28,     16,      9,.,      8,      6,.,.,.,      0,      0,      0,     24,     20,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    45.7,    47.2,    67.7,    66.2,    34.2,    47.0,    53.4,    62.2,    45.7,    47.2,    67.7,    66.2,    34.2,    47.0,    53.4,    62.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BL","IFED","023 ","N13","FutOnly"
"PANHANDLE BASIS - ICE FUTURES ENERGY DIV",250204,2025-02-04,0233BL,IFED,01,023 ,  119930,   88763,   27424,    7511,   71954,    5204,    1498,    3225,     303,       0,       0,       0,  103279,  108110,   16651,   11820,  119930,   88763,   27424,    7511,   71954,    5204,    1498,    3225,     303,       0,       0,       0,  103279,  108110,   16651,   11820,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1287,     -40,     203,     464,     755,    -188,    1498,       0,       0,       0,       0,       0,    1734,     770,    -447,     517,  100.0,   74.0,   22.9,    6.3,   60.0,    4.3,    1.2,    2.7,    0.3,    0.0,    0.0,    0.0,   86.1,   90.1,   13.9,    9.9,  100.0,   74.0,   22.9,    6.3,   60.0,    4.3,    1.2,    2.7,    0.3,    0.0,    0.0,    0.0,   86.1,   90.1,   13.9,    9.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     31,     17,     12,.,      8,      6,.,.,.,      0,      0,      0,     25,     25,     31,     17,     12,.,      8,      6,.,.,.,      0,      0,      0,     25,     25,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    47.1,    47.4,    67.3,    66.7,    35.2,    47.2,    52.0,    61.7,    47.1,    47.4,    67.3,    66.7,    35.2,    47.2,    52.0,    61.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BL","IFED","023 ","N13","FutOnly"
"PANHANDLE BASIS - ICE FUTURES ENERGY DIV",250128,2025-01-28,0233BL,IFED,01,023 ,  118643,   88803,   27221,    7047,   71199,    5392,       0,    3225,     303,       0,       0,       0,  101545,  107340,   17098,   11303,  118643,   88803,   27221,    7047,   71199,    5392,       0,    3225,     303,       0,       0,       0,  101545,  107340,   17098,   11303,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     851,     346,   -1916,     511,     858,       2,    -980,    3225,     303,       0,       0,       0,     182,    2472,     669,   -1621,  100.0,   74.8,   22.9,    5.9,   60.0,    4.5,    0.0,    2.7,    0.3,    0.0,    0.0,    0.0,   85.6,   90.5,   14.4,    9.5,  100.0,   74.8,   22.9,    5.9,   60.0,    4.5,    0.0,    2.7,    0.3,    0.0,    0.0,    0.0,   85.6,   90.5,   14.4,    9.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     30,     17,     13,.,      8,      6,      0,.,.,      0,      0,      0,     24,     26,     30,     17,     13,.,      8,      6,      0,.,.,      0,      0,      0,     24,     26,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    46.1,    47.0,    67.3,    66.7,    34.3,    46.8,    51.5,    61.0,    46.1,    47.0,    67.3,    66.7,    34.3,    46.8,    51.5,    61.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BL","IFED","023 ","N13","FutOnly"
"PANHANDLE BASIS - ICE FUTURES ENERGY DIV",250121,2025-01-21,0233BL,IFED,01,023 ,  117792,   88457,   29137,    6536,   70341,    5390,     980,       0,       0,       0,       0,       0,  101363,  104868,   16429,   12924,  117792,   88457,   29137,    6536,   70341,    5390,     980,       0,       0,       0,       0,       0,  101363,  104868,   16429,   12924,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1165,    3428,   -3023,    -411,    3618,     532,    -756,       0,       0,       0,       0,       0,    2793,    1127,   -1628,      38,  100.0,   75.1,   24.7,    5.5,   59.7,    4.6,    0.8,    0.0,    0.0,    0.0,    0.0,    0.0,   86.1,   89.0,   13.9,   11.0,  100.0,   75.1,   24.7,    5.5,   59.7,    4.6,    0.8,    0.0,    0.0,    0.0,    0.0,    0.0,   86.1,   89.0,   13.9,   11.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,     15,     11,.,      8,      6,.,      0,      0,      0,      0,      0,     22,     21,     26,     15,     11,.,      8,      6,.,      0,      0,      0,      0,      0,     22,     21,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    46.2,    47.8,    68.0,    68.9,    35.6,    46.6,    51.6,    60.4,    46.2,    47.8,    68.0,    68.9,    35.6,    46.6,    51.6,    60.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BL","IFED","023 ","N13","FutOnly"
"PANHANDLE BASIS - ICE FUTURES ENERGY DIV",250114,2025-01-14,0233BL,IFED,01,023 ,  116627,   85029,   32160,    6947,   66723,    4858,    1736,       0,       0,       0,       0,       0,   98570,  103741,   18057,   12886,  116627,   85029,   32160,    6947,   66723,    4858,    1736,       0,       0,       0,       0,       0,   98570,  103741,   18057,   12886,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     760,    1992,    -272,    -853,      13,      62,     168,       0,       0,       0,       0,       0,    1369,    -197,    -609,     957,  100.0,   72.9,   27.6,    6.0,   57.2,    4.2,    1.5,    0.0,    0.0,    0.0,    0.0,    0.0,   84.5,   89.0,   15.5,   11.0,  100.0,   72.9,   27.6,    6.0,   57.2,    4.2,    1.5,    0.0,    0.0,    0.0,    0.0,    0.0,   84.5,   89.0,   15.5,   11.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     25,     15,     11,.,      8,      5,.,      0,      0,      0,      0,      0,     21,     20,     25,     15,     11,.,      8,      5,.,      0,      0,      0,      0,      0,     21,     20,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    46.7,    47.3,    67.1,    68.5,    36.4,    45.0,    49.8,    58.8,    46.7,    47.3,    67.1,    68.5,    36.4,    45.0,    49.8,    58.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BL","IFED","023 ","N13","FutOnly"
"PANHANDLE BASIS - ICE FUTURES ENERGY DIV",250107,2025-01-07,0233BL,IFED,01,023 ,  115867,   83037,   32432,    7800,   66710,    4796,    1568,       0,       0,       0,       0,       0,   97201,  103938,   18666,   11929,  115867,   83037,   32432,    7800,   66710,    4796,    1568,       0,       0,       0,       0,       0,   97201,  103938,   18666,   11929,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -8382,   -5844,   -3197,   -1226,   -4041,     124,   -1271,       0,       0,       0,       0,       0,   -8217,   -7114,    -165,   -1268,  100.0,   71.7,   28.0,    6.7,   57.6,    4.1,    1.4,    0.0,    0.0,    0.0,    0.0,    0.0,   83.9,   89.7,   16.1,   10.3,  100.0,   71.7,   28.0,    6.7,   57.6,    4.1,    1.4,    0.0,    0.0,    0.0,    0.0,    0.0,   83.9,   89.7,   16.1,   10.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     25,     15,     11,.,      8,      5,.,      0,      0,      0,      0,      0,     21,     20,     25,     15,     11,.,      8,      5,.,      0,      0,      0,      0,      0,     21,     20,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    46.7,    46.7,    68.0,    68.1,    37.3,    44.4,    51.1,    58.9,    46.7,    46.7,    68.0,    68.1,    37.3,    44.4,    51.1,    58.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BL","IFED","023 ","N13","FutOnly"
"SOCAL (INDEX) - ICE FUTURES ENERGY DIV",250304,2025-03-04,0233BW,IFED,01,023 ,   18822,   10737,   14303,    6753,       0,     155,     217,    1826,       0,       0,     728,      15,   17877,   17027,     945,    1795,   18822,   10737,   14303,    6753,       0,     155,     217,    1826,       0,       0,     728,      15,   17877,   17027,     945,    1795,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     736,     880,    1014,       0,       0,       0,       0,       0,       0,       0,       0,       0,     880,    1014,    -144,    -278,  100.0,   57.0,   76.0,   35.9,    0.0,    0.8,    1.2,    9.7,    0.0,    0.0,    3.9,    0.1,   95.0,   90.5,    5.0,    9.5,  100.0,   57.0,   76.0,   35.9,    0.0,    0.8,    1.2,    9.7,    0.0,    0.0,    3.9,    0.1,   95.0,   90.5,    5.0,    9.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,     10,      7,      4,      0,.,.,.,      0,      0,.,.,     16,     10,     20,     10,      7,      4,      0,.,.,.,      0,      0,.,.,     16,     10,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    58.6,    77.9,    76.9,    88.6,    57.8,    69.8,    75.9,    79.3,    58.6,    77.9,    76.9,    88.6,    57.8,    69.8,    75.9,    79.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","0233BW","IFED","023 ","N13","FutOnly"
